,id,text
248686,1256824281159303168,"Il Lago Mareotide, uno dei Nomi d'Egitto è ubicato nel delta del Nilo e funge da collegamento marittimo per la città di Alessandria. In Assassin's Creed vi ha sede il tempio di Yamu, centro religioso della dea Sekhmet che richiama milioni di egiziani in visita. #AssassinsCreed"
248687,1256824738896281600,"Palazzo Zuccari, alias “Casa dei Mostri”, con all’interno la Biblioteca Hertziana dal cui tetto terrazzato si gode uno dei panorami più belli di Roma. Una visuale a 180° che abbraccia l’immensità e la bellezza di tutta la città. "
248688,1256824971076263942,È bellissima la mia città #Bergamo Buona giornata 
248689,1256825096909578240,"Ma sai quanto ce ne strafotte del #calcio ....#Caiata?? Una beata m....! P.s.: Scordati colata di cemento sulla città per accontentare #PartitoDelCemento!I soldi servono negli ospedal,per i medici non per babbei in mutande che corrono dietro un pallone! #Basilicata"
248690,1256825859702472704,"In tutti i miei viaggi e quindi tutte le città che ho visitato, ho sempre amato uscire prima di colazione e girare per le città vuote. Dono uno spettacolo!"
248691,1256825898743074816,Riesci a comporre il tuo nome utilizzando le iniziali dei luoghi che hai visitato? Valgono sia città che paesi. 
248692,1256826058478936064,Il coronavirus è stato trovato nelle fogne delle due città. I risultati dell'indagine dell'Iss: 
248693,1256826625229979648,Sì. Pagheranno di meno la casa. A seconda della città risparmieranno qualche diecimila €.
248694,1256827203301576704,fuori città!
248695,1256827613269680129,#cfr #toscana http://www.cfr.toscana.it/ PLUVIOMETRIA #FIRENZE #CITTA 
248696,1256827865229922304,Progettare le città del futuro. @YouTech_TW
248697,1256827965331181574,COM'È BELLO FAR L'AMORE DA TRIESTE IN GIÙ COM'È BELLO FAR L'AMORE IO SON PRONTA E TU TANTI AUGURI A CHI TANTI AMANTI HA TANTI AUGURI IN CAMPAGNA ED IN CITTÀ #BorisJohnson
248698,1256828248132128774,Città bellissima 
248699,1256828878749863936,Spiazzati dal virus in Italia? E dove hanno sbagliato in Spagna dove hanno piu contagi di noi O nel Regno Unito dove oggi i decessi supereranno quelli dell'Italia? O nella sola città di NewYork che ha lo stesso nunero di abitanti della Lombardia e quasi lo stesso numero di morti?
248700,1256828895124426752,"+arrivare al confine con la città accanto. Stare a casa due mesi per me era impensabile, eppure l'ho fatto. Comunque, ho deciso di andare su una stradina un po' isolata, credendo di incontrare meno folla, ED ERA UN PUTTANAIO. Non potete capire quanta gente ci fosse."
248701,1256828896810582018,"Sono abituata a non vedere nessuno nella mia città, perché non è molto frequentata fino a giugno inoltrato/luglio. Ieri ho visto di tutto. Ovviamente ho cambiato strada e sono andata dove realmente non c'era nessuno. Comunque questa fase 2 la vedo male."
248702,1256829036116037633,Spiazzati dal virus in Italia? E dove hanno sbagliato in Spagna dove hanno piu contagi di noi O nel Regno Unito dove oggi i decessi supereranno quelli dell'Italia? O nella sola città di NewYork che ha lo stesso nunero di abitanti della Lombardia e quasi lo stesso numero di morti? 
248703,1256829669648760832,Città Alta. (Bergamo)
248704,1256829999589580800,"#NordCorea -Il leader supremo #KimJongUn riappare in pubblico per l’inaugurazione di una fabbrica di fertilizzanti per l’agricoltura nella città di Sunchon a 50 km dalla capitale #Piongjang, dopo oltre 20 giorni di… https://www.instagram.com/p/B_tx-ZBFgLw/?igshid=10wrsz62krpyr"
248705,1256830147686281219,"Per quanto mi riguarda, (e non vivo in città) in questi due mesi ho visto andarsene almeno una decina di persone che conoscevo personalmente che erano parecchio lontano dagli 80."
248706,1256830331530993666,Con @ladeadoro amo la mia città http://30motivi.jimdofree.com #Roma
248707,1256831020608995328,RT @Wireditalia:Il coronavirus è stato trovato nelle fogne delle due città. I risultati dell'indagine dell'Iss: 
248708,1256831145108529156,"Fanno gli spiritosi sotto i tweet tristi. Vi prenderei a calci a due a due fino a che non diventano dispari. Imparate il rispetto per il dispiacere di chi non vedrà realizzarsi eventi e tradizioni secolari nella propria città e andate a galleggiare altrove, tappi di sughero."
248709,1256831246476488704,"Bè, se i prezzi sono calati, significa che qualcuno disposto a vendere a meno c'è già. Comunque fuori dalle grande città il calo dei prezzi c'è stato, e molto più grande, da anni. Firenze aveva dei prezzi delle case assurdi."
248710,1256831254084935680,Questa è una notizia da approfondire. . M5s sapevano così come il governo ed avevano già preso le misure di sicurezza ed agli italiani ci hanno pensato solo a marzo. . A questo punto dobbiamo anche capire se il virus ha scelto dove colpire quali comuni quali città?
248711,1256831828914307074,La fase 2 al via tra regioni blindate e città di confine https://www.quotidianocontribuenti.com/new/la-fase-2-al-via-tra-regioni-blindate-e-citta-di-confine/
248712,1256831828956250112,La fase 2 al via tra regioni blindate e città di confine 
248713,1256831905590370304,"C'è un quartiere nella mia città dove alcuni residenti, che conducono una nota attività di spaccio di stupefacenti, fanno festa con spari di mortaretti e fuochi d'artificio ad ogni scarcerazione e ad ogni arrivo di partite di droga. Davvero, non ho parole..."
248714,1256831948363829249,Castellammare Prosegue in città la distribuzione di mascherine gratuite ai cittadini. https://www.trapani-24h.it/castellammare-prosegue-in-citta-la-distribuzione-di-mascherine-gratuite-ai-cittadini/
248715,1256832013903986688,"Economist ha mai visto scuole italiane, con 28 alunni per classe stipati come merci? Economist sa dire quale governo ultimi 30 anni ha adeguato o costruito nuove scuole? Economist ha mai visto universitari raggiungere aula qua, aula la, dislococate in giro per la città?"
248716,1256832122469449728,"#3maggio 1395: divieto agli #ebrei di stabilirsi a #Venezia più di 15 giorni. Il #5maggio 1409 potranno risiedere più di 15 giorni ma con una O gialla sulle vesti. Dal #16marzo 1496 dovranno indossare un berretto (giallo, rosso e poi nero). Dal 1516 si potranno stabilire in città "
248717,1256832224932122626,PIETRAPIERCE STORY: BANDA MUSICALE CITTA DI PIETRAPERZIA https://pietrapierce.blogspot.com/2017/09/banda-musicale-citta-di-pietraperzia.html?spref=tw
248718,1256833038845165573,"Città di Castello: Donna di 56 anni, trovata morta nel suo appartamento di via Dante Alighieri https://primopianonotizie.tv/2020/05/03/citta-di-castello-donna-di-56-anni-trovata-morta-nel-suo-appartamento-di-via-dante-alighieri/"
248719,1256833046566899712,Non so a Firenze ma nella mia città parchi marciapiedi aiuole sono monopolizzati dalle deiezioni liquide e solide dei cani. Impossibile ragionare pacatamente con i proprietari degli stessi. Impossibile far camminare correre giocare i bambini: io cammino in mezzo alla strada..
248720,1256833456698507266," NBA, per riprendere il campionato si pensa a una zona franca con palestre e hotel in una sola città, in grado di ospitare squadre, famiglie e partite. A Las Vegas o a Orlando. #coronavirus"
248721,1256834113283260416,Che città è?
248722,1256834321022935105,"E che vogliamo dire dell'obbligo (lombardo) di mascherina per andare in bici? Magari in città, ma chi usa la bici da corsa fuori città andrà in ipoventilazione. "
248723,1256834409824739328,"#Napoli, in un duomo deserto e a porte chiuse, si rinnova il miracolo di #SanGennaro. In città fa ancora discutere l'ultimo richiamo del governatore @VincenzoDeLuca per chi non rispetta le regole"
248724,1256834453038600198,"Io non ho ancora capito se gli spostamenti da comune a comune sono consentiti, posso andare da casa mia in città, dove ho un contratto d’affitto, a recuperare vestiti e libri? #4maggio #coronavirusitalia #Fase2"
248725,1256834613072351232,Una lombarda a #Perugia ieri top manager ora a riposo Gabriella Rigoni “Non la cambierei con nessuna città al mondo La storia della domenica Il Messaggero @ElioClero @Edorsi53 @AndreaDagioni @ciurno77 @Vadodifritto @DanieleGarbo @FrancescoGhire2
